[2025-07-18 18:03:49,058]:INFO Logger created
[2025-07-18 18:04:16,751]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:04:17,152]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:04:18,081]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:04:18,551]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:04:19,541]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:04:19,960]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:04:20,959]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:04:21,250]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:04:22,110]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:04:22,625]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:04:23,551]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:04:24,008]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:04:24,951]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:04:25,332]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:04:26,239]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:04:26,658]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:04:27,690]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:04:28,111]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:04:29,051]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:04:29,431]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:04:30,341]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:04:30,880]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:04:31,687]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:04:32,162]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:04:33,035]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:04:33,431]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:04:34,351]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:04:34,724]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:04:35,713]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:04:36,151]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:04:37,051]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:04:37,441]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:04:38,381]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:04:38,828]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:04:39,761]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:04:40,219]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:04:41,126]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:04:41,502]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:04:42,420]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:04:42,760]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:04:43,800]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:04:44,170]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:04:45,139]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:04:45,520]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:04:46,461]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:04:47,001]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:04:47,900]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:04:48,291]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:04:49,206]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:04:49,668]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:04:50,676]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:04:51,060]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:04:52,211]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:04:52,560]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:04:53,558]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:04:54,080]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:04:55,001]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:04:55,441]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:04:56,343]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:04:56,720]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:04:57,677]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:04:58,172]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:04:59,274]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:04:59,651]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:05:00,644]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:05:01,005]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:05:01,942]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:05:02,308]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:05:03,235]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:05:03,700]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:05:04,611]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:05:04,992]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:05:05,931]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:05:06,311]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:05:07,241]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:05:07,720]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:05:08,649]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:05:09,030]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:05:09,983]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:05:10,378]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:05:11,298]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:05:11,756]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:05:12,721]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:05:13,112]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:05:14,061]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:05:14,451]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:05:15,401]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:05:15,878]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:05:16,812]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:05:17,440]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:05:18,408]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:05:18,842]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:05:19,758]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:05:20,144]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:05:21,140]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:05:21,572]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:05:22,491]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:05:23,001]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:05:24,002]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:05:24,440]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:05:25,447]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:05:25,961]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:05:26,983]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:05:27,441]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:05:28,237]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:05:28,639]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:05:29,435]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:05:29,821]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:05:30,796]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:05:31,181]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:05:31,963]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:05:32,356]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:05:33,348]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:05:33,824]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:05:34,741]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:05:35,094]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:05:36,109]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:05:36,477]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:05:37,474]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:05:37,850]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:05:39,158]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:05:39,678]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:05:40,614]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:05:41,121]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:05:42,434]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:05:43,029]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:05:44,102]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:05:44,650]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:05:45,677]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:05:46,251]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:05:47,303]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:05:47,735]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:05:48,647]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:05:49,022]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:05:49,950]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:05:50,343]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:05:51,259]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:05:51,679]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:05:52,481]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:05:52,851]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:05:53,839]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:05:54,342]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:05:55,458]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:05:55,879]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:05:56,788]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:05:57,159]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:05:58,187]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:05:58,621]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:05:59,606]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:06:00,050]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:06:01,018]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:06:01,437]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:06:02,720]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
[2025-07-18 18:06:03,542]:INFO HTTP Request: GET https://www.okx.com/api/v5/account/balance "HTTP/2 200 OK"
[2025-07-18 18:06:06,391]:INFO HTTP Request: GET https://www.okx.com/api/v5/market/candles?instId=SOL-USDT-SWAP&bar=5m&limit=100 "HTTP/2 200 OK"
